,Content type:,European public assessment reports (EPARs),Output generated at:,"Thu, 11/05/2023 - 18:46",Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29
931,Human,Pemetrexed Fresenius Kabi,"Carcinoma, Non-Small-Cell Lung;  Mesothelioma",pemetrexed,pemetrexed,EMEA/H/C/003895,no,Authorised,L01BA04,no,yes,no,no,no,no,no,2016-07-22 00:00:00,,Fresenius Kabi Deutschland GmbH,Antineoplastic agents,,2016-05-26 00:00:00,2022-07-26 00:00:00,13,Malignant pleural mesotheliomaPemetrexed Fresenius Kabi in combination with cisplatin is indicated for the treatment of chemotherapy naïve patients with unresectable malignant pleural mesothelioma.Non-small cell lung cancerPemetrexed Fresenius Kabi in combination with cisplatin is indicated for the first line treatment of patients with locally advanced or metastatic non-small cell lung cancer other than predominantly squamous cell histology.Pemetrexed Fresenius Kabi is indicated as monotherapy for the maintenance treatment of locally advanced or metastatic non-small cell lung cancer other than predominantly squamous cell histology in patients whose disease has not progressed immediately following platinum-based chemotherapy. Pemetrexed Fresenius Kabi is indicated as monotherapy for the second line treatment of patients with locally advanced or metastatic non-small cell lung cancer other than predominantly squamous cell histology.,,,2018-07-06 12:03:00,2022-07-27 14:53:00,https://www.ema.europa.eu/en/medicines/human/EPAR/pemetrexed-fresenius-kabi
932,Human,Grepid,Peripheral Vascular Diseases;  Stroke;  Myocardial Infarction,clopidogrel,clopidogrel (as besilate),EMEA/H/C/001059,no,Authorised,B01AC04,no,yes,no,no,no,no,no,2009-07-27 00:00:00,,Pharmathen S.A.,Antithrombotic agents,,2009-05-29 00:00:00,2022-07-26 00:00:00,25,"Prevention of atherothrombotic events, , Clopidogrel is indicated in:, , , 	adult patients suffering from myocardial infarction (from a few days until less than 35 days), ischaemic stroke (from seven days until less than six months) or established peripheral arterial disease;, 	adult patients suffering from acute coronary syndrome:, 	, 		non-ST-segment-elevation acute coronary syndrome (unstable angina or non-Q-wave myocardial infarction), including patients undergoing a stent placement following percutaneous coronary intervention, in combination with acetylsalicylic acid (ASA);, 		ST-segment-elevation acute myocardial infarction, in combination with ASA in medically treated patients eligible for thrombolytic therapy., 	, 	, , , Prevention of atherothrombotic and thromboembolic events in atrial fibrillation, , In adult patients with atrial fibrillation who have at least one risk factor for vascular events, are not suitable for treatment with vitamin-K antagonists and who have a low bleeding risk, clopidogrel is indicated in combination with ASA for the prevention of atherothrombotic and thromboembolic events, including stroke., ",,,2018-05-31 00:09:00,2022-07-27 11:53:00,https://www.ema.europa.eu/en/medicines/human/EPAR/grepid
933,Veterinary,Bovilis BTV8,,bluetongue virus serotype 8,"bluetongue virus vaccine, serotype 8 (inactivated)",EMEA/V/C/000148,no,Withdrawn,,no,no,no,no,no,no,no,2010-09-06 00:00:00,,Intervet International BV,,"Inactivated viral vaccines, bluetongue virus, SHEEP",,2015-06-05 00:00:00,4,"Cattle, , To stimulate active immunity in sheep from 6 weeks of age against bluetongue virus serotype 8 to reduce viraemia, , Sheep, , To stimulate active immunity in sheep from 1 month of age against bluetongue virus serotype 8 to prevent viraemia, ",Sheep; Cattle,QI04AA02,2015-06-05 00:00:00,2022-07-27 11:29:00,https://www.ema.europa.eu/en/medicines/veterinary/EPAR/bovilis-btv8
934,Human,Rhokiinsa,"Glaucoma, Open-Angle;  Ocular Hypertension",netarsudil,Netarsudil,EMEA/H/C/004583,no,Authorised,S01EX05,yes,no,no,no,no,no,no,2019-11-19 01:00:00,,Santen Oy,Ophthalmologicals,,2019-09-19 00:00:00,2022-07-26 00:00:00,2,Reduction of elevated intraocular pressure (IOP) in adult patients with primary open-angle glaucoma or ocular hypertension.,,,2019-12-03 12:26:00,2022-07-26 15:27:00,https://www.ema.europa.eu/en/medicines/human/EPAR/rhokiinsa
935,Human,Ziextenzo,Neutropenia,pegfilgrastim,pegfilgrastim,EMEA/H/C/004802,no,Authorised,L03AA13,yes,no,yes,no,no,no,no,2018-11-22 01:00:00,,Sandoz GmbH,"Immunostimulants, ",,2018-09-20 00:00:00,2022-06-10 00:00:00,5,"Reduction in the duration of neutropenia and the incidence of febrile neutropenia in adult patients treated with cytotoxic chemotherapy for malignancy (with the exception of chronic myeloid leukaemia and myelodysplastic syndromes)., ",,,2018-09-21 14:01:00,2022-07-26 11:07:00,https://www.ema.europa.eu/en/medicines/human/EPAR/ziextenzo
936,Human,Kovaltry,Hemophilia A,octocog alfa,octocog alfa,EMEA/H/C/003825,no,Authorised,B02BD02,no,no,no,no,no,no,no,2016-02-18 01:00:00,,Bayer AG,Antihemorrhagics,,2015-12-17 01:00:00,2022-06-10 00:00:00,11,"Treatment and prophylaxis of bleeding in patients with haemophilia A (congenital factor VIII deficiency). Kovaltry can be used for all age groups., ",,,2017-11-10 12:58:00,2022-07-26 10:39:00,https://www.ema.europa.eu/en/medicines/human/EPAR/kovaltry
937,Human,Fotivda,"Carcinoma, Renal Cell",tivozanib hydrochloride monohydrate,tivozanib,EMEA/H/C/004131,no,Authorised,L01EK03,yes,no,no,no,no,no,no,2017-08-24 00:00:00,,EUSA Pharma (Netherlands) BV,Antineoplastic agents,,2017-06-22 00:00:00,2022-07-15 00:00:00,8,"Fotivda is indicated for the first line treatment of adult patients with advanced renal cell carcinoma (RCC) and for adult patients who are VEGFR and mTOR pathway inhibitor-naïve following disease progression after one prior treatment with cytokine therapy for advanced RCC., , Treatment of advanced renal cell carcinoma., ",,,2018-02-08 13:17:00,2022-07-25 18:00:00,https://www.ema.europa.eu/en/medicines/human/EPAR/fotivda
938,Human,Afstyla,Hemophilia A,lonoctocog alfa,lonoctocog alfa,EMEA/H/C/004075,no,Authorised,B02BD02,no,no,no,no,no,no,no,2017-01-04 01:00:00,,CSL Behring GmbH,Antihemorrhagics,,2016-11-10 01:00:00,2022-06-10 00:00:00,10,Treatment and prophylaxis of bleeding in patients with haemophilia A (congenital factor VIII deficiency).Afstyla can be used for all age groups.,,,2018-02-22 12:59:00,2022-07-25 16:44:00,https://www.ema.europa.eu/en/medicines/human/EPAR/afstyla
939,Human,Orkambi,Cystic Fibrosis,"lumacaftor, ivacaftor","Lumacaftor, ivacaftor",EMEA/H/C/003954,no,Authorised,R07AX30,yes,no,no,no,no,no,no,2015-11-18 01:00:00,,Vertex Pharmaceuticals (Ireland) Limited,Other respiratory system products,,2015-09-23 00:00:00,2023-03-09 01:00:00,30,Orkambi tablets are indicated for the treatment of cystic fibrosis (CF) in patients aged 6 years and older who are homozygous for the F508del mutation in the CFTR gene.Orkambi granules are indicated for the treatment of cystic fibrosis (CF) in children aged 2 years and older who are homozygous for the F508del mutation in the CFTR gene.,,,2023-03-09 18:50:00,2022-07-25 14:04:00,https://www.ema.europa.eu/en/medicines/human/EPAR/orkambi
940,Human,Rapamune,Graft Rejection;  Kidney Transplantation,sirolimus,Sirolimus,EMEA/H/C/000273,no,Authorised,L04AA10,no,no,no,no,no,no,no,2001-03-13 01:00:00,,Pfizer Europe MA EEIG,Immunosuppressants,,2000-11-16 01:00:00,2022-07-22 00:00:00,46,"Rapamune is indicated for the prophylaxis of organ rejection in adult patients at low to moderate immunological risk receiving a renal transplant. It is recommended that Rapamune be used initially in combination with ciclosporin microemulsion and corticosteroids for 2 to 3 months. Rapamune may be continued as maintenance therapy with corticosteroids only if ciclosporin microemulsion can be progressively discontinued., , Rapamune is indicated for the treatment of patients with sporadic lymphangioleiomyomatosis with moderate lung disease or declining lung function., ",,,2018-08-02 14:56:00,2022-07-25 09:36:00,https://www.ema.europa.eu/en/medicines/human/EPAR/rapamune
941,Human,Tremfya,Psoriasis,guselkumab,Guselkumab,EMEA/H/C/004271,no,Authorised,L04AC,no,no,no,no,no,no,no,2017-11-10 01:00:00,,Janssen-Cilag International NV,Immunosuppressants,,2017-09-14 00:00:00,2022-07-15 00:00:00,8,"Plaque psoriasis, , Tremfya is indicated for the treatment of moderate to severe plaque psoriasis in adults who are candidates for systemic therapy., , Psoriatic arthritis, , Tremfya, alone or in combination with methotrexate (MTX), is indicated for the treatment of active psoriatic arthritis in adult patients who have had an inadequate response or who have been intolerant to a prior disease-modifying antirheumatic drug (DMARD) therapy (see section 5.1)., ",,,2017-11-10 02:00:00,2022-07-22 16:33:00,https://www.ema.europa.eu/en/medicines/human/EPAR/tremfya
942,Human,ProQuad,Chickenpox;  Rubella;  Measles;  Mumps;  Immunization,"measles, mumps, rubella and varicella vaccine (live)","virus, live attenuated, measles, virus, live attenuated, mumps, virus, live attenuated, rubella, virus, live attenuated, varicella",EMEA/H/C/000622,no,Authorised,J07BD54,no,no,no,no,no,no,no,2006-04-05 00:00:00,,Merck Sharp & Dohme B.V.,"Vaccines, ",,,2022-07-21 00:00:00,31,"ProQuad is indicated for simultaneous vaccination against measles, mumps, rubella and varicella in individuals from 12 months of age., , ProQuad can be administered to individuals from 9 months of age under special circumstances (e.g., to conform with national vaccination schedules, outbreak situations, or travel to a region with high prevalence of measles., ",,,2017-05-18 00:00:00,2022-07-22 13:56:00,https://www.ema.europa.eu/en/medicines/human/EPAR/proquad
943,Human,Zinforo,"Community-Acquired Infections;  Skin Diseases, Infectious;  Pneumonia",ceftaroline fosamil,Ceftaroline fosamil,EMEA/H/C/002252,no,Authorised,J01DI02,no,no,no,no,no,no,no,2012-08-22 00:00:00,,Pfizer Ireland Pharmaceuticals,"Antibacterials for systemic use, ",,2012-06-21 00:00:00,2021-06-01 00:00:00,26,"Zinforo is indicated for the treatment of the following infections in neonates, infants, children, adolescents and adults:, , , 	Complicated skin and soft tissue infections (cSSTI), 	Community-acquired pneumonia (CAP), , , Consideration should be given to official guidance on the appropriate use of antibacterial agents., ",,,2017-12-21 12:25:00,2022-07-22 10:11:00,https://www.ema.europa.eu/en/medicines/human/EPAR/zinforo
944,Human,Sugammadex Fresenius Kabi,Neuromuscular Blockade,sugammadex,sugammadex sodium,EMEA/H/C/005760,no,Authorised,V03AB35,no,yes,no,no,no,no,no,2022-07-15 00:00:00,,Fresenius Kabi Deutschland GmbH,All other therapeutic products,,2022-05-19 00:00:00,2022-07-15 00:00:00,,"Reversal of neuromuscular blockade induced by rocuronium or vecuronium in adults., , For the paediatric population: sugammadex is only recommended for routine reversal of rocuronium induced blockade in children and adolescents aged 2 to 17 years., ",,,2022-05-17 11:16:00,2022-07-21 17:29:00,https://www.ema.europa.eu/en/medicines/human/EPAR/sugammadex-fresenius-kabi
945,Human,Sitagliptin Accord,"Diabetes Mellitus, Type 2",sitagliptin,sitagliptin hydrochloride,EMEA/H/C/005598,no,Authorised,A10BH01,no,yes,no,no,no,no,no,2022-04-25 00:00:00,,Accord Healthcare S.L.U.,Drugs used in diabetes,,2022-02-24 01:00:00,2022-04-25 00:00:00,,"For adult patients with type 2 diabetes mellitus, Sitagliptin Accord is indicated to improve glycaemic control:, , as monotherapy:, - in patients inadequately controlled by diet and exercise alone and for whom metformin is inappropriate due to contraindications or intolerance., , as dual oral therapy in combination with:, - metformin when diet and exercise plus metformin alone do not provide adequate glycaemic control., - a sulphonylurea when diet and exercise plus maximal tolerated dose of a sulphonylurea alone do not provide adequate glycaemic control and when metformin is inappropriate due to contraindications or intolerance., - a peroxisome proliferator-activated receptor gamma (PPARy) agonist (i.e. a thiazolidinedione) when use of a PPARy agonist is appropriate and when diet and exercise plus the PPARy agonist alone do not provide adequate glycaemic control., , as triple oral therapy in combination with:, - a sulphonylurea and metformin when diet and exercise plus dual therapy with these medicinal products do not provide adequate glycaemic control., - a PPARy agonist and metformin when use of a PPARy agonist is appropriate and when diet and exercise plus dual therapy with these medicinal products do not provide adequate glycaemic control., , Sitagliptin Accord is also indicated as add-on to insulin (with or without metformin) when diet and exercise plus stable dose of insulin do not provide adequate glycaemic control., ",,,2022-02-22 14:50:00,2022-07-21 16:42:00,https://www.ema.europa.eu/en/medicines/human/EPAR/sitagliptin-accord
946,Human,Xgeva,"Fractures, Bone;  Neoplasm Metastasis",denosumab,denosumab,EMEA/H/C/002173,no,Authorised,M05BX04,no,no,no,no,no,no,no,2011-07-13 00:00:00,,Amgen Europe B.V.,Drugs for treatment of bone diseases,,2011-05-19 00:00:00,2022-07-21 00:00:00,23,"Prevention of skeletal related events (pathological fracture, radiation to bone, spinal cord compression or surgery to bone) in adults with advanced malignancies involving bone (see section 5.1)., , Treatment of adults and skeletally mature adolescents with giant cell tumour of bone that is unresectable or where surgical resection is likely to result in severe morbidity.  , ",,,2018-03-27 12:11:00,2022-07-21 14:41:00,https://www.ema.europa.eu/en/medicines/human/EPAR/xgeva
947,Human,Kapruvia,Pruritus,difelikefalin,difelikefalin,EMEA/H/C/005612,no,Authorised,V03AX,yes,no,no,no,no,no,no,2022-04-25 00:00:00,,Vifor Fresenius Medical Care Renal Pharma France,All other therapeutic products,,2022-02-24 01:00:00,2022-07-21 00:00:00,1,"Kapruvia is indicated for the treatment of moderate-to-severe pruritus associated with chronic kidney disease in adult patients on haemodialysis (see section 5.1)., ",,,2022-02-22 12:20:00,2022-07-21 11:46:00,https://www.ema.europa.eu/en/medicines/human/EPAR/kapruvia
948,Human,Ganfort,"Glaucoma, Open-Angle;  Ocular Hypertension","bimatoprost, timolol","bimatoprost, timolol",EMEA/H/C/000668,no,Authorised,S01ED51,no,no,no,no,no,no,no,2006-05-19 00:00:00,,AbbVie Deutschland GmbH & Co. KG,Ophthalmologicals,,,2022-07-20 00:00:00,23,"Reduction of intraocular pressure (IOP) in patients with open-angle glaucoma or ocular hypertension who are insufficiently responsive to topical beta-blockers or prostaglandin analogues., ",,,2017-04-06 00:00:00,2022-07-20 16:14:00,https://www.ema.europa.eu/en/medicines/human/EPAR/ganfort
949,Human,Ozurdex,Macular Edema;  Uveitis,dexamethasone,dexamethasone,EMEA/H/C/001140,no,Authorised,S01BA01,no,no,no,no,no,no,no,2010-07-26 00:00:00,,AbbVie Deutschland GmbH & Co. KG,"Ophthalmologicals, Other ophthalmologicals",,2010-05-20 00:00:00,2022-07-20 00:00:00,18,"Ozurdex is indicated for the treatment of adult patients with macular oedema following either branch retinal-vein occlusion (BRVO) or central retinal-vein occlusion (CRVO)., , Ozurdex is indicated for the treatment of adult patients with inflammation of the posterior segment of the eye presenting as noninfectious uveitis., , Ozurdex is indicated for the treatment of adult patients with visual impairment due to diabetic macular oedema (DME) who are pseudophakic or who are considered insufficiently responsive to, or unsuitable for non-corticosteroid therapy., ",,,2018-04-06 13:10:00,2022-07-20 16:04:00,https://www.ema.europa.eu/en/medicines/human/EPAR/ozurdex
950,Human,Lumigan,"Glaucoma, Open-Angle;  Ocular Hypertension",bimatoprost,bimatoprost,EMEA/H/C/000391,no,Authorised,S01EE03,no,no,no,no,no,no,no,2002-03-08 01:00:00,,AbbVie Deutschland GmbH & Co. KG,"Prostaglandin analogues, Ophthalmologicals",,,2022-07-20 00:00:00,37,"Reduction of elevated intraocular pressure in chronic open-angle glaucoma and ocular hypertension (as monotherapy or as adjunctive therapy to beta-blockers)., ",,,2017-05-18 00:00:00,2022-07-20 14:11:00,https://www.ema.europa.eu/en/medicines/human/EPAR/lumigan
